metrics,pearson,spearman,kendalltau
Understandable_gptscore_gpt2-large_src_hypo,0.11931304859672417,0.15076464100146394,0.12175855886197647
Understandable_bartscore_facebook/bart-large-cnn_src_hypo,0.1282778712009401,0.16903861201419224,0.13650244290248192
Understandable_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,0.12431913973488871,0.12189405282064628,0.09923768104186372
Understandable_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,0.14393792169973793,0.13466071968987733,0.10944498537759825
Understandable_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,0.14199817668955,0.14334342143527584,0.11608783423101282
Understandable_rouge-1-p_ref_hypo,0.013170766760630621,0.0037065718113789715,0.003673744332481467
Understandable_rouge-1-r_ref_hypo,0.04896403024418278,0.02968116508926324,0.02474592124316224
Understandable_rouge-1-f_ref_hypo,0.02645838220288917,0.011232331038110853,0.009840593199085245
Understandable_rouge-2-p_ref_hypo,0.06717607446381194,0.08476379297641659,0.08036484320446557
Understandable_rouge-2-r_ref_hypo,0.07549027723766669,0.08694428356762167,0.0824946535367394
Understandable_rouge-2-f_ref_hypo,0.06996469788844659,0.08606951517591273,0.08149012196291268
Understandable_rouge-l-p_ref_hypo,0.009173428549686183,-0.001467943715039177,-0.0004171929006256756
Understandable_rouge-l-r_ref_hypo,0.043140544695198256,0.02307079338052728,0.01967074000830546
Understandable_rouge-l-f_ref_hypo,0.021267993670253116,0.0018462287225881708,0.0023980406305408597
Understandable_meteor_ref_hypo,0.06940673533688328,0.05743860899627264,0.04642067566639565
Understandable_bleu_ref_hypo,-0.057870825323613706,-0.018214275331737056,-0.015198047810589017
Understandable_moverscore_default_ref_hypo,0.08130946205129227,0.08531690981881909,0.06877778873840187
Understandable_unieval_fact_consistency_src_hypo,0.0009043127797579813,-0.003420685803414417,-0.0023493002042563656
Understandable_unieval_summarization_coherence_src_hypo,0.11935137784275943,0.14994951660391861,0.12078643463952556
Understandable_unieval_summarization_consistency_src_hypo,0.09032401235212797,0.13241725039100383,0.10717669552521282
Understandable_unieval_summarization_fluency_src_hypo,0.2338043844752546,0.26808926464155663,0.21722283912166115
Understandable_unieval_summarization_overall_src_hypo,0.18869803003505292,0.24712285714281632,0.19888041384308197
Natural_gptscore_gpt2-large_src_hypo,-0.010357835037623126,-0.030135829931889308,-0.02492128601168296
Natural_bartscore_facebook/bart-large-cnn_src_hypo,0.03850291584989319,0.0337071933891842,0.02623788225380961
Natural_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,0.2864602750585912,0.2636142888577031,0.20237965093261032
Natural_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,0.3280277617757398,0.33813931986168233,0.25983967264256613
Natural_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,0.32550120058876497,0.322083207150282,0.2479903064634263
Natural_rouge-1-p_ref_hypo,-0.04924518536203564,-0.06578152799654466,-0.05379393237524556
Natural_rouge-1-r_ref_hypo,0.06993574637742621,0.03697220271437699,0.02761075250106436
Natural_rouge-1-f_ref_hypo,0.014358740767164507,-0.014655389041456917,-0.012719623390755228
Natural_rouge-2-p_ref_hypo,0.09145584593461972,0.11100021231508687,0.09996881236199101
Natural_rouge-2-r_ref_hypo,0.11029404410714355,0.11732490709086893,0.10524334162099136
Natural_rouge-2-f_ref_hypo,0.09940912960113532,0.11215823518496473,0.10068681478127926
Natural_rouge-l-p_ref_hypo,-0.05364637586784682,-0.06815772726548833,-0.05545317961010124
Natural_rouge-l-r_ref_hypo,0.05968964408218774,0.0276861601227652,0.020357334850930664
Natural_rouge-l-f_ref_hypo,0.006876467447624298,-0.02542470189022818,-0.0207826295754101
Natural_meteor_ref_hypo,0.06639586697851407,0.0730599107700725,0.05620062844814316
Natural_bleu_ref_hypo,-0.11992844183786155,-0.12377922846626101,-0.0961254579062611
Natural_moverscore_default_ref_hypo,0.10727824254873637,0.1158490621559981,0.08811790563376203
Natural_unieval_fact_consistency_src_hypo,-0.1527696843078335,-0.05656076217187674,-0.03930980208635274
Natural_unieval_summarization_coherence_src_hypo,0.3623798102344823,0.36162486669235766,0.2783660626210625
Natural_unieval_summarization_consistency_src_hypo,0.2182107637909977,0.20954528219652704,0.16278772108008757
Natural_unieval_summarization_fluency_src_hypo,0.35455855235780465,0.23925330099317133,0.18708006484057027
Natural_unieval_summarization_overall_src_hypo,0.3975786037011252,0.36726734596040655,0.2888047899693524
Maintains Context_gptscore_gpt2-large_src_hypo,0.03951531116609668,0.0463116596337722,0.03468457284964136
Maintains Context_bartscore_facebook/bart-large-cnn_src_hypo,0.008485301843982253,0.005542268437284099,0.0069044231667904354
Maintains Context_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,0.18583256249020877,0.16427663752331562,0.12249258982964677
Maintains Context_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,0.3041304552819518,0.3027167464357817,0.22581525180796952
Maintains Context_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,0.25916103069660373,0.2599334455536839,0.19527333285840243
Maintains Context_rouge-1-p_ref_hypo,-0.01964359135366875,-0.03460029943043906,-0.023022734397383334
Maintains Context_rouge-1-r_ref_hypo,0.12558757715314015,0.1158057527625875,0.08873005169254139
Maintains Context_rouge-1-f_ref_hypo,0.053924348375910744,0.039852000195236256,0.03150836522633009
Maintains Context_rouge-2-p_ref_hypo,0.10830778333440022,0.09386154750516183,0.08065244572180552
Maintains Context_rouge-2-r_ref_hypo,0.141731171260951,0.10650976648836048,0.09239794752595197
Maintains Context_rouge-2-f_ref_hypo,0.12149867331385095,0.09677233470237476,0.0829885023272916
Maintains Context_rouge-l-p_ref_hypo,-0.02284724649340196,-0.035712104630837634,-0.02476432945047299
Maintains Context_rouge-l-r_ref_hypo,0.12159717339588208,0.10705400564758545,0.08229404142147177
Maintains Context_rouge-l-f_ref_hypo,0.04998693220878801,0.030606525431614486,0.02416935469530366
Maintains Context_meteor_ref_hypo,0.1884333056264663,0.1786536880364331,0.13091483026250733
Maintains Context_bleu_ref_hypo,-0.03721155456684247,-0.04056739918699714,-0.03047795046667979
Maintains Context_moverscore_default_ref_hypo,0.23483079845513113,0.23686552631459454,0.17399146380311897
Maintains Context_unieval_fact_consistency_src_hypo,0.06241008897137104,0.10947322923114192,0.07911656664063393
Maintains Context_unieval_summarization_coherence_src_hypo,0.21006105657517038,0.22138913305474542,0.16432527136961234
Maintains Context_unieval_summarization_consistency_src_hypo,0.17492545009351562,0.17491863759894885,0.12834104239445748
Maintains Context_unieval_summarization_fluency_src_hypo,0.026026617203373993,-0.0812258600267889,-0.05934673743769798
Maintains Context_unieval_summarization_overall_src_hypo,0.17286494678775058,0.1851842059576457,0.13833214885934247
Engaging_gptscore_gpt2-large_src_hypo,-0.2784926752797819,-0.27930441241180093,-0.20883879156365684
Engaging_bartscore_facebook/bart-large-cnn_src_hypo,-0.2230336056249157,-0.23624743632915812,-0.1760642427739093
Engaging_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,0.038840112194063324,0.04769058735057386,0.028578773220045536
Engaging_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,0.1902961250790014,0.27394429389625424,0.205038843877889
Engaging_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,0.1199963535960687,0.16991042683416974,0.12531910805355148
Engaging_rouge-1-p_ref_hypo,-0.20242289377887784,-0.17245724839488913,-0.131690863317597
Engaging_rouge-1-r_ref_hypo,-0.041379093281714456,-0.017072302138320394,-0.012213748410194432
Engaging_rouge-1-f_ref_hypo,-0.13493224938956594,-0.10660346960458145,-0.07838661553142026
Engaging_rouge-2-p_ref_hypo,-0.16893588511627286,-0.059292337570359364,-0.05224088346275902
Engaging_rouge-2-r_ref_hypo,-0.09379148800330611,-0.044113041050036925,-0.0394755148609693
Engaging_rouge-2-f_ref_hypo,-0.13943764038055684,-0.05511579681573392,-0.04833463149087958
Engaging_rouge-l-p_ref_hypo,-0.22515102524580619,-0.19158120999605097,-0.1492154718486291
Engaging_rouge-l-r_ref_hypo,-0.07600102988833221,-0.04742407919243809,-0.03820019486620711
Engaging_rouge-l-f_ref_hypo,-0.16476501599888005,-0.14014767841705286,-0.10610091449006688
Engaging_meteor_ref_hypo,-0.07110116426593385,-0.02451993420346869,-0.020298414441283098
Engaging_bleu_ref_hypo,-0.11796785783596295,-0.2295909774204266,-0.17285578704494878
Engaging_moverscore_default_ref_hypo,-0.06435021264178739,-0.010084655166502343,-0.007995723255469803
Engaging_unieval_fact_consistency_src_hypo,-0.13331825896557836,-0.09131595905419346,-0.06380745489018476
Engaging_unieval_summarization_coherence_src_hypo,0.12731550535052064,0.11880498667482778,0.08684463773515222
Engaging_unieval_summarization_consistency_src_hypo,-0.016017872381142002,-0.03812192253502914,-0.027391289568243087
Engaging_unieval_summarization_fluency_src_hypo,0.0683859852088045,0.038881874892861074,0.024663947338957673
Engaging_unieval_summarization_overall_src_hypo,0.07811397331187898,0.05309146552057987,0.03689115878266266
Uses Knowledge_gptscore_gpt2-large_src_hypo,-0.07202756394345561,-0.09885646959406054,-0.07729204490747034
Uses Knowledge_bartscore_facebook/bart-large-cnn_src_hypo,0.017980364096860275,-0.018832204545314386,-0.013847973701223936
Uses Knowledge_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,0.016451232223196506,-0.010764996854930053,-0.006238224574672763
Uses Knowledge_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,0.18664795169050596,0.2037672689263972,0.15400893435770135
Uses Knowledge_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,0.10601956091599832,0.10210694405642044,0.0785308412769089
Uses Knowledge_rouge-1-p_ref_hypo,0.007066473625129188,0.008279852102540775,0.006885485592684738
Uses Knowledge_rouge-1-r_ref_hypo,0.14774884892138196,0.1349503754307128,0.10752370008047678
Uses Knowledge_rouge-1-f_ref_hypo,0.07133512122584754,0.07155154619061871,0.05735607347449134
Uses Knowledge_rouge-2-p_ref_hypo,0.05893637203782451,0.0983607589014956,0.08871091708960276
Uses Knowledge_rouge-2-r_ref_hypo,0.12571398117297278,0.11496448859071097,0.10305665105951228
Uses Knowledge_rouge-2-f_ref_hypo,0.08827232996500295,0.10343264839486001,0.09295687269231868
Uses Knowledge_rouge-l-p_ref_hypo,-0.002614475189879388,0.012709066934511765,0.01057197832321572
Uses Knowledge_rouge-l-r_ref_hypo,0.13408801746520482,0.1397278488493703,0.11062915010452777
Uses Knowledge_rouge-l-f_ref_hypo,0.05942644573613327,0.07159937234487201,0.05726366848761852
Uses Knowledge_meteor_ref_hypo,0.15316155129447845,0.13694380077726617,0.10460489534811507
Uses Knowledge_bleu_ref_hypo,-0.10647833425105144,-0.1480610383725756,-0.1168796144637707
Uses Knowledge_moverscore_default_ref_hypo,0.07401838276902063,0.0856429151546662,0.06693924667716235
Uses Knowledge_unieval_fact_consistency_src_hypo,0.07297261463561679,0.07863684421077367,0.0618070902894883
Uses Knowledge_unieval_summarization_coherence_src_hypo,0.06679121339765014,0.06340565549140702,0.04676456294630575
Uses Knowledge_unieval_summarization_consistency_src_hypo,0.034503047560615285,0.024802822913181526,0.018449217359138598
Uses Knowledge_unieval_summarization_fluency_src_hypo,0.04770064359069028,-0.03420424737585559,-0.027302046985235816
Uses Knowledge_unieval_summarization_overall_src_hypo,0.0633849531337247,0.04991100207524146,0.037650561085436324
Overall_gptscore_gpt2-large_src_hypo,-0.09352284044998577,-0.10200612106509552,-0.07161334349407358
Overall_bartscore_facebook/bart-large-cnn_src_hypo,-0.047415250791297756,-0.07228076309652352,-0.051645296922686594
Overall_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,0.21166425152515925,0.17861885844066377,0.12256122702548013
Overall_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,0.40450940607369185,0.41386549069205253,0.29353762579298126
Overall_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,0.3248216592665009,0.3182307417125008,0.22210781213871822
Overall_rouge-1-p_ref_hypo,-0.06483657389551128,-0.07573195078154675,-0.05209383804538731
Overall_rouge-1-r_ref_hypo,0.1536961450440517,0.1298406593417477,0.09238891743729089
Overall_rouge-1-f_ref_hypo,0.039605436879745486,0.024142704053137762,0.017722770794245942
Overall_rouge-2-p_ref_hypo,0.08618056407946963,0.11273378893316179,0.09026169904374651
Overall_rouge-2-r_ref_hypo,0.1586043159196657,0.13314552398860532,0.10769642494599546
Overall_rouge-2-f_ref_hypo,0.11718802119639042,0.11865842309461731,0.09567964475626567
Overall_rouge-l-p_ref_hypo,-0.07482871763335636,-0.08023805953288811,-0.055386088135435864
Overall_rouge-l-r_ref_hypo,0.13632765563858373,0.11930996350770372,0.0854875577997121
Overall_rouge-l-f_ref_hypo,0.025597640845768543,0.008031484092648776,0.006332007295232686
Overall_meteor_ref_hypo,0.19705509730778065,0.1996352813868334,0.13791368154651215
Overall_bleu_ref_hypo,-0.14275033506726245,-0.1842588053669757,-0.13102623347214357
Overall_moverscore_default_ref_hypo,0.19874986371664083,0.19762384596193033,0.13812455744141408
Overall_unieval_fact_consistency_src_hypo,-0.00479581461325879,0.0609069297818531,0.04569893011282502
Overall_unieval_summarization_coherence_src_hypo,0.2956885731218307,0.30024632612436675,0.2124174365967216
Overall_unieval_summarization_consistency_src_hypo,0.16122349301537076,0.15133449202473367,0.10530942208328914
Overall_unieval_summarization_fluency_src_hypo,0.15857449734575632,0.03471697413199567,0.01607973713667447
Overall_unieval_summarization_overall_src_hypo,0.2614224794443847,0.2542014205543875,0.17747335509679438
